,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,Location,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu_over_sf),SiteEUIWN(kBtu_over_sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,Comment,ComplianceStatus,Outlier,2010 Census Tracts,SPD MCPP Areas,City Council Districts,SPD Beats,Zip Codes,NonRes,Compl,Outlier_ok,Anciennete,no_zero_floors,measure_floors,Intensité de consommation,log_PropertyGFATotal,log_PropertyGFAParking,log_PropertyGFABuilding(s),log_SiteEnergyUse(kBtu),log_SiteEnergyUseWN(kBtu),log_SiteEUI(kBtu_over_sf),log_SiteEUIWN(kBtu_over_sf),log_TotalGHGEmissions,log_GHGEmissionsIntensity,log_measure_floors,log_Anciennete,Address,City,State,ZipCode,Latitude,Longitude
222,343,2015,NonResidential,Large Office,NORTON BUILDING,939000355,"{'latitude': '47.60390362', 'longitude': '-122.33424932', 'human_address': '{""address"": ""801 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1958,1.0,17.0,378525,84600,293925,"Office, Parking, Restaurant",Office,236827.0,Parking,83311.0,Restaurant,14679.0,,68.0,101.3,104.5,242.9,240.7,25476332.0,26291068.0,9756039.0,4607354.0,15720944.0,0.0,0.0,0.0,862.64,2.1,No,,Compliant,,,14.0,,19.0,18379.0,1,1,,57,17.0,106703.1276936224,,12.844037399876573,11.345689545594315,12.591079911735942,17.053260422261616,17.084739819692274,4.618086411254637,4.6491870714048655,6.759997454573817,0.7419373447293773,11.577805749827636,4.04305126783455,,,,,,
224,346,2015,NonResidential,Large Office,1000 2ND AVENUE BUILDING,939000475,"{'latitude': '47.60533104', 'longitude': '-122.33503955', 'human_address': '{""address"": ""1000 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1986,1.0,41.0,589921,129432,460489,"Office, Parking, Pre-school/Daycare",Office,485296.0,Parking,92787.0,Pre-school/Daycare,10290.0,"2016, 2015",82.0,52.9,52.9,166.1,166.1,26208138.0,26208138.0,0.0,7681166.0,26209226.0,0.0,0.0,0.0,182.71,0.12,No,,Compliant,,,14.0,,19.0,18379.0,1,1,,29,41.0,185036.15242422873,,13.287743908611638,11.770910925685172,13.040044247312936,17.081580531188834,17.081580531188834,3.9684033388642534,3.9684033388642534,5.207900196423574,-2.120263536200091,12.128306503478097,3.367295829986474,,,,,,
222,346,2016,NonResidential,Large Office,1000 Second Avenue,0939000475,,7,DOWNTOWN,1986,1.0,41.0,589921,129432,460489,"Office, Parking, Pre-school/Daycare",Office,470416.0,Parking,107667.0,Pre-school/Daycare,10290.0,20162015,84.0,51.20000076,51.20000076,160.6999969,160.6999969,24603420.0,24603420.0,0.0,7210849.0,24603417.0,0.0,0.0,,171.52,0.29,False,,Compliant,,,,,,,1,1,,30,41.0,185036.15242422873,,13.287743908611638,11.770910925685172,13.040044247312936,17.01839601562984,17.01839601562984,3.935739546889212,3.935739546889212,5.144699877882437,-1.2378743560016174,12.128306503478097,3.4011973816621555,1000 Second Avenue,Seattle,WA,98104.0,47.60567,-122.33511
223,347,2016,NonResidential,Small- and Mid-Sized Office,1015 Second Avenue,0939000520,,7,DOWNTOWN,1950,1.0,6.0,91091,1392,89699,"Office, Parking",Office,89699.0,Parking,1392.0,,,,,20.5,21.39999962,53.90000153,55.0,1835804.875,1916413.75,480784.0,397133.9063,1355021.0,0.0,0.0,,46.56,0.51,False,,Compliant,,,,,,,1,1,,66,6.0,44294.51598624339,,11.41961428583207,7.238496840894365,11.404214899712727,14.422993567281631,14.465966158876656,3.0204248861443626,3.063390904270796,3.8407418034231826,-0.6733445532637656,10.698616155734697,4.189654742026425,1015 Second Avenue,Seattle,WA,98104.0,47.60542,-122.33588
225,347,2015,NonResidential,Small- and Mid-Sized Office,FEDERAL RESERVE BUILDING,939000520,"{'latitude': '47.60537505', 'longitude': '-122.3356282', 'human_address': '{""address"": ""1015 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1950,1.0,6.0,91091,1392,89699,"Office, Parking",Office,89699.0,Parking,1392.0,,,,,26.5,26.5,70.0,70.0,2373031.0,2373031.0,604443.0,518344.0,1768662.0,0.0,0.0,0.0,58.99,0.56,No,,Compliant,,,14.0,,19.0,18379.0,1,1,,65,6.0,44294.51598624339,,11.41961428583207,7.238496840894365,11.404214899712727,14.679678598965104,14.679678598965104,3.2771447329921766,3.2771447329921766,4.077367938014984,-0.579818495252942,10.698616155734697,4.174387269895637,,,,,,
226,348,2015,NonResidential,Large Office,1101 SECOND AVE OFFICE BUILDING,942000025,"{'latitude': '47.60571018', 'longitude': '-122.33639455', 'human_address': '{""address"": ""1101 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1968,1.0,8.0,157941,62993,94948,"Office, Parking",Office,84838.0,Parking,15401.0,,,2016,89.0,37.2,37.2,116.9,116.9,3157579.0,3157579.0,0.0,925433.0,3157710.0,0.0,0.0,0.0,22.01,0.05,No,,Compliant,,,14.0,,19.0,18081.0,1,1,,47,8.0,46730.146547459575,,11.969976824549827,11.050778888089262,11.461084652300842,14.965316152687935,14.965316152687935,3.616308761279101,3.616308761279101,3.0914968955383704,-2.995732273553991,10.752144771736196,3.8501476017100584,,,,,,
224,348,2016,NonResidential,Large Office,1101 Second Avenue (HOB),0942000025,,7,DOWNTOWN,1968,1.0,8.0,157941,62993,94948,"Office, Parking",Office,84838.0,Parking,15401.0,,,2016,81.0,44.09999847,44.09999847,138.5,138.5,3743228.5,3743228.5,0.0,1097077.25,3743228.0,0.0,0.0,,26.1,0.17,False,,Compliant,,,,,,,1,1,,48,8.0,46730.146547459575,,11.969976824549827,11.050778888089262,11.461084652300842,15.135459032311527,15.135459032311527,3.786459747758922,3.786459747758922,3.261935314328648,-1.7719568419318752,10.752144771736196,3.871201010907891,1101 2nd Avenue,Seattle,WA,98101.0,47.60581,-122.33664
227,349,2015,NonResidential,Large Office,2ND & SENECA BLDS,942000030,"{'latitude': '47.60611343', 'longitude': '-122.33672333', 'human_address': '{""address"": ""1191 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1991,1.0,29.0,635303,197231,438072,"Convenience Store without Gas Station, Office, Parking",Office,522667.0,Parking,194435.0,Convenience Store without Gas Station,8842.0,"2016, 2015, 2014, 2013, 2011, 2010, 2009, 2007, 2000",97.0,34.5,35.8,107.8,111.7,18350766.0,19046346.0,162514.0,5330672.0,18189008.0,0.0,0.0,0.0,139.34,0.1,No,,Compliant,,,14.0,,19.0,18081.0,1,1,,24,29.0,157677.1090474318,,13.361857329421973,12.192130909607279,12.99013855941073,16.725181875462813,16.762385830115274,3.5409593240373143,3.5779478934066544,4.936916989601973,-2.3025850929940455,11.968304607357611,3.1780538303479458,,,,,,
225,349,2016,NonResidential,Large Office,2nd and Seneca,0942000030,,7,DOWNTOWN,1991,1.0,29.0,635303,197231,438072,"Office, Parking",Office,522667.0,Parking,194435.0,Convenience Store without Gas Station,6122.0,201620152014201320112010200920072000,95.0,34.90000153,35.90000153,108.8000031,111.9000015,18221224.0,18754466.0,180731.7969,5287365.0,18040489.0,0.0,0.0,,139.72,0.22,False,,Compliant,,,,,,,1,1,,25,29.0,157677.1090474318,,13.361857329421973,12.192130909607279,12.99013855941073,16.718097626463944,16.746942468685422,3.552486873047922,3.5807373381126166,4.939640419938631,-1.5141277326297755,11.968304607357611,3.2188758248682006,1191 2nd Avenue,Seattle,WA,98101.0,47.60614,-122.33674
228,350,2015,NonResidential,Large Office,SECOND AND SPRING BUILDING,942000045,"{'latitude': '47.60601562', 'longitude': '-122.33569636', 'human_address': '{""address"": ""1100 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1958,1.0,6.0,172842,25920,146922,"Data Center, Office, Parking",Office,92310.0,Data Center,39336.0,Parking,25000.0,,,312.1,315.1,955.2,958.3,41092076.0,41478400.0,0.0,11583460.0,39524406.0,15693.0,1569312.0,0.0,358.88,1.09,No,,Compliant,High Outlier,,14.0,,19.0,18081.0,1,1,H,57,6.0,62042.97422514825,,12.060133161374432,10.16277015046621,11.89765711269148,17.531325862825,17.54068336777548,5.743323649276734,5.752890048763229,5.882988070771898,0.08617769624105241,11.035582556585409,4.04305126783455,,,,,,
229,351,2015,NonResidential,Large Office,1111 3RD AVE BUILDING,942000050,"{'latitude': '47.60619421', 'longitude': '-122.33526667', 'human_address': '{""address"": ""1111 3RD AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1980,1.0,34.0,776762,162604,614158,"Office, Parking",Office,606050.0,Parking,154947.0,,,"2016, 2009, 2008",77.0,49.7,49.8,155.6,155.7,30135280.0,30180428.0,0.0,8790362.0,29993960.0,1426.0,142563.0,0.0,216.66,0.11,No,,Compliant,,,14.0,,19.0,18081.0,1,1,,35,34.0,200848.03011118842,,13.56288927612212,11.999073076039268,13.328007503016082,17.221207136377604,17.222704192780622,3.906004933102583,3.9080149840306073,5.378329304517421,-2.2072749131897207,12.210303831978258,3.5553480614894135,,,,,,
227,351,2016,NonResidential,Large Office,1111 Third Avenue,0942000050,,7,DOWNTOWN,1980,1.0,34.0,776762,162604,614158,"Office, Parking",Office,606050.0,Parking,154947.0,,,201620092008,81.0,53.70000076,53.79999924,168.3000031,168.3999939,32552428.0,32577050.0,0.0,9512705.0,32457349.0,950.7598877,95076.0,,231.32,0.3,False,,Compliant,,,,,,,1,1,,36,34.0,200848.03011118842,,13.56288927612212,11.999073076039268,13.328007503016082,17.298362516770887,17.299118610691153,3.983413015667519,3.9852734530413447,5.443802033290018,-1.2039728043259361,12.210303831978258,3.58351893845611,1111 3rd Ave Suite 310,Seattle,WA,98101.0,47.60655,-122.33533
230,352,2015,NonResidential,Large Office,ABRAHAM LINCOLN BUILDING,942000140,"{'latitude': '47.60668182', 'longitude': '-122.33452606', 'human_address': '{""address"": ""1110 3RD AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1972,1.0,14.0,186768,23775,162993,"Data Center, Office, Parking",Office,182540.0,Parking,33671.0,Data Center,240.0,"2016, 2014, 2012",95.0,53.1,55.6,143.9,146.1,9700372.0,10171258.0,2148584.0,2213303.0,7552103.0,0.0,0.0,0.0,218.49,1.0,No,,Compliant,,,14.0,,19.0,18081.0,1,1,,43,14.0,72066.21997866068,,12.137622483892445,10.07638988741359,12.001462534081469,16.08767479325371,16.135076457523358,3.9721769282478934,4.018183201256536,5.386740246897934,0.0,11.185340697238974,3.7612001156935624,,,,,,
228,352,2016,NonResidential,Large Office,Abraham Lincoln Building (Wallysons Inc),0942000140,,7,DOWNTOWN,1972,1.0,14.0,186768,23775,162993,"Data Center, Office, Parking",Office,182540.0,Parking,33671.0,Data Center,240.0,201620142012,95.0,52.70000076,53.90000153,142.8000031,143.1000061,9641043.0,9843217.0,2154977.5,2194040.0,7486064.0,0.0,0.0,,218.53,1.17,False,,Compliant,,,,,,,1,1,,44,14.0,72066.21997866068,,12.137622483892445,10.07638988741359,12.001462534081469,16.081539855754816,16.102293146492485,3.9646154699685687,3.9871305063008506,5.386923304882061,0.1570037488096647,11.185340697238974,3.784189633918261,1110 Third Avenue,Seattle,WA,98101.0,47.60671,-122.33456
231,353,2015,NonResidential,Large Office,SAFECO PLAZA / 1001 FOURTH AVENUE,942000300,"{'latitude': '47.60633748', 'longitude': '-122.33369209', 'human_address': '{""address"": ""1001 4TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1969,1.0,49.0,1123435,368980,754455,"Financial Office, Food Sales, Office, Other, Parking",Office,808980.0,Parking,232248.0,Other,30329.0,"2016, 2015, 2014, 2012, 2008",88.0,55.0,59.6,152.9,161.1,47148456.0,51103256.0,0.0,11429570.0,38999312.0,81508.0,8150777.0,0.0,704.76,0.48,No,,Compliant,,,14.0,,19.0,17923.0,1,1,,46,49.0,258603.27428907287,,13.931901514016193,12.818497721011756,13.53375091326426,17.66881181995401,17.749358771343623,4.007333185232471,4.087655574071304,6.557857319322428,-0.7339691750802004,12.46305040683708,3.828641396489095,,,,,,
229,353,2016,NonResidential,Large Office,Safeco Plaza,0942000300,,7,DOWNTOWN,1969,1.0,49.0,1123435,368980,754455,"Financial Office, Food Sales, Office, Other, Parking",Office,808980.0,Parking,232248.0,Other,30329.0,20162015201420122008,89.0,52.70000076,55.5,149.0,154.6999969,45163308.0,47518124.0,0.0,11248209.0,38378889.0,67844.14844,6784415.0,,627.87,0.56,False,,Compliant,,,,,,,1,1,,47,49.0,258603.27428907287,,13.931901514016193,12.818497721011756,13.53375091326426,17.62579554522734,17.676621754124906,3.9646154699685687,4.0163830207523885,6.442333138669996,-0.579818495252942,12.46305040683708,3.8501476017100584,1001 Fourth Avenue,Seattle,WA,98154.0,47.60615,-122.33388
232,354,2015,NonResidential,Large Office,FOURTH & MADISON ( IDX TOWER),942000345,"{'latitude': '47.60566548', 'longitude': '-122.33261347', 'human_address': '{""address"": ""925 4TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,2002,1.0,37.0,1052469,164420,888049,"Convenience Store without Gas Station, Data Center, Financial Office, Fitness Center/Health Club/Gym, Office, Other, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",Office,763260.0,Parking,185581.0,Financial Office,103478.0,"2016, 2015, 2014, 2013, 2012, 2011, 2010, 2009, 2008, 2007, 2006, 2005, 2004",93.0,46.8,46.8,146.9,146.9,41655852.0,41655852.0,0.0,12208630.0,41657575.0,0.0,0.0,0.0,290.4,0.11,No,,Compliant,,,14.0,,19.0,18379.0,1,1,,13,37.0,253288.2642053389,,13.866649390423195,12.010179408706124,13.696782200632118,17.544952420909016,17.544952420909016,3.845883202923601,3.845883202923601,5.671259282950641,-2.2072749131897207,12.44228350331492,2.5649493574615367,,,,,,
230,354,2016,NonResidential,Large Office,Fourth & Madison,0942000345,,7,DOWNTOWN,2002,1.0,37.0,1052469,164420,888049,"Convenience Store without Gas Station, Data Center, Financial Office, Fitness Center/Health Club/Gym, Office, Other, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",Office,765351.0,Parking,185581.0,Financial Office,103478.0,2016201520142013201220112010200920082007200620052004,93.0,46.29999924,47.20000076,145.3000031,148.3000031,41213584.0,42071712.0,0.0,12079009.0,41213579.0,0.0,0.0,,287.32,0.27,False,,Compliant,,,,,,,1,1,,14,37.0,253288.2642053389,,13.866649390423195,12.010179408706124,13.696782200632118,17.534278468715637,17.554886148820014,3.8351419446775012,3.8543939086932046,5.660596577206601,-1.3093333199837622,12.44228350331492,2.6390573296152584,925 Fourth Avenue,Seattle,WA,98104.0,47.60549,-122.33319
233,355,2015,NonResidential,Large Office,901 FIFTH AVENUE,942000365,"{'latitude': '47.60605613', 'longitude': '-122.33178821', 'human_address': '{""address"": ""901 5TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1973,1.0,42.0,617684,171500,446184,,,,,,,,,79.0,62.5,65.2,187.6,194.5,37527176.0,39156264.0,2668771.0,10216410.0,34859838.0,0.0,0.0,0.0,449.01,0.48,No,,Compliant,,,14.0,,19.0,17926.0,1,1,,42,42.0,183781.05849283864,,13.333732278806828,12.052338545588132,13.008486701978162,17.440575921810556,17.48307096760245,4.135166556742356,4.177459468932607,6.107045159209165,-0.7339691750802004,12.121500428603197,3.7376696182833684,,,,,,
231,355,2016,NonResidential,Large Office,901 Fifth Avenue,0942000365,,7,DOWNTOWN,1973,1.0,42.0,617684,171500,446184,"Financial Office, Office, Parking, Retail Store",Office,581558.0,Parking,189600.0,Retail Store,18026.0,201520142013,28.0,115.9000015,119.4000015,361.2000122,372.0,69519808.0,71568952.0,882983.5,20116302.0,68636822.0,0.0,0.0,,546.65,0.88,False,,Compliant,,,,,,,1,1,,43,42.0,183781.05849283864,,13.333732278806828,12.052338545588132,13.008486701978162,18.05712227712243,18.086171906600725,4.752727763287898,4.782479213521316,6.303808743880494,-0.12783337150988489,12.121500428603197,3.7612001156935624,901 Fifth Avenue,Seattle,WA,98164.0,47.60616,-122.33165
235,357,2015,Nonresidential COS,Large Office,SEATTLE MUNICIPAL TOWER,942000720,"{'latitude': '47.60491077', 'longitude': '-122.32891587', 'human_address': '{""address"": ""700 5TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",3,DOWNTOWN,1990,1.0,63.0,1195387,159600,1035787,"Office, Other, Parking",Office,1187924.0,Parking,159599.0,Other,18656.0,"2014, 2013, 2011, 2010, 2009, 2008, 2007",82.0,53.6,54.6,168.4,171.3,64715652.0,65842744.0,0.0,18960680.0,64696526.0,218.0,21804.0,0.0,452.16,0.15,No,,Compliant,,,14.0,,19.0,18379.0,1,1,,25,63.0,339562.29399232013,,13.993980540292243,11.980425963997845,13.850672082207707,17.985513646751908,18.00277979025686,3.9815490680767565,4.000033882750859,6.114036099496163,-1.8971199848858813,12.735412696608092,3.2188758248682006,,,,,,
233,357,2016,Nonresidential COS,Large Office,Seattle Municipal Tower (2030),0942000720,,3,DOWNTOWN,1990,1.0,63.0,1354987,159600,1195387,"Office, Parking",Office,1191115.0,Parking,159599.0,Other,18656.0,2014201320112010200920082007,89.0,50.40000153,50.40000153,158.1000061,158.1000061,61576184.0,61576184.0,0.0,18046946.0,61576180.0,0.0,0.0,,429.27,0.32,False,,Compliant,,,,,,,1,1,,26,63.0,366098.307842774,,14.119302418153973,11.980425963997845,13.993980540292243,17.935785730369037,17.935785730369037,3.9199912054344654,3.9199912054344654,6.062086091586753,-1.1394342831883648,12.81065717698012,3.258096538021482,700 Fifth Avenue,Seattle,WA,98104.0,47.60501,-122.32988
237,359,2015,Nonresidential COS,Large Office,CITY HALL,942000810,"{'latitude': '47.60363382', 'longitude': '-122.32999251', 'human_address': '{""address"": ""600 4TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,2003,1.0,8.0,199530,30660,168870,"Office, Other, Parking, Restaurant",Office,160418.0,Parking,18590.0,Other,17480.0,,70.0,73.0,79.2,176.8,179.3,13172813.0,14294092.0,0.0,2536510.0,8654931.0,45182.0,4518239.0,0.0,300.3,1.32,No,,Compliant,,,14.0,,19.0,18379.0,1,1,,12,8.0,67601.0719467473,,12.203719879946577,10.330714152425806,12.036884467126182,16.39366564240787,16.475356863008315,4.290459441148391,4.37197629882038,5.7047819749892845,0.27763173659827955,11.121379119105734,2.4849066497880004,,,,,,
235,359,2016,Nonresidential COS,Large Office,City Hall,0942000810,,7,DOWNTOWN,2003,1.0,8.0,199530,30660,168870,"Office, Other, Parking, Restaurant",Office,160418.0,Parking,18590.0,Other,17480.0,,69.0,73.19999695,77.40000153,178.1000061,181.0,13214416.0,13972700.0,0.0,2561244.0,8738965.0,44754.50781,4475451.0,,298.61,1.5,False,,Compliant,,,,,,,1,1,,13,8.0,67601.0719467473,,12.203719879946577,10.330714152425806,12.036884467126182,16.396818912838196,16.452615983854287,4.293195379300598,4.348986800363123,5.699138374162544,0.4054651081081644,11.121379119105734,2.5649493574615367,600 4th Ave,Seattle,WA,98104.0,47.60377,-122.32971
238,360,2015,NonResidential,Large Office,CHINOOK BLDG - KING COUNTY,942001105,"{'latitude': '47.60213517', 'longitude': '-122.32847035', 'human_address': '{""address"": ""401 5TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,2006,1.0,13.0,372242,52703,319539,Office,Office,372242.0,,,,,,98.0,40.5,40.7,111.5,108.3,15083332.0,15134162.0,0.0,3601225.0,12287890.0,27960.0,2795954.0,0.0,234.15,0.49,No,,Compliant,,,14.0,,22.0,18379.0,1,1,,9,13.0,106105.44791424014,,12.827299459381809,10.872427658905435,12.67463461107801,16.529100851044305,16.532465130553568,3.7013019741124933,3.7062280924485496,5.455961935629551,-0.7133498878774648,11.57218867026068,2.1972245773362196,,,,,,
236,360,2016,NonResidential,Large Office,Chinook Building,0942001105,,7,DOWNTOWN,2006,1.0,13.0,372242,52703,319539,"Office, Parking",Office,319539.0,Parking,52703.0,,,,98.0,43.29999924,43.40000153,119.0999985,116.9000015,13843866.0,13862720.0,0.0,3296889.25,11248986.0,25948.78125,2594878.0,,216.24,0.58,False,,Compliant,,,,,,,1,1,,10,13.0,106105.44791424014,,12.827299459381809,10.872427658905435,12.67463461107801,16.443352804407084,16.44471378066812,3.768152617456481,3.770459476359815,5.376388901968192,-0.5447271754416722,11.57218867026068,2.302585092994046,401 Fifth Ave.,Seattle,WA,98104.0,47.60249,-122.32854
239,361,2015,NonResidential,Large Office,YESLER BUILDING - KING COUNTY,942001150,"{'latitude': '47.60185187', 'longitude': '-122.32859693', 'human_address': '{""address"": ""400 YESLER WAY"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1909,1.0,7.0,114395,8296,106099,Office,Office,96582.0,,,,,,98.0,32.1,35.6,78.4,82.1,3098638.0,3436894.0,0.0,605927.0,2067509.0,10312.0,1031215.0,0.0,69.18,0.53,No,,Compliant,,,14.0,,22.0,18379.0,1,1,,106,7.0,49628.85518651411,,11.64741265067898,9.023528749909364,11.57212789948697,14.946473218072049,15.050078714506805,3.4688560301359703,3.572345637857985,4.2367118035090225,-0.6348782724359695,10.81232770135018,4.663439094112067,,,,,,
237,361,2016,NonResidential,Large Office,Yesler Building,0942001150,,7,DOWNTOWN,1909,1.0,7.0,114395,8296,106099,Office,Office,96582.0,,,,,,99.0,28.39999962,30.79999924,65.40000153,67.80000305,2746560.75,2970604.25,0.0,480858.5,1640689.0,11058.71094,1105871.0,,70.17,0.61,False,,Compliant,,,,,,,1,1,,107,7.0,49628.85518651411,,11.64741265067898,9.023528749909364,11.57212789948697,14.825860050580811,14.904275941263949,3.3463891317868786,3.4275146653042037,4.250920869264197,-0.4942963218147801,10.81232770135018,4.672828834461906,400 YESLER WAY,Seattle,WA,98104.0,47.60193,-122.32812
242,367,2015,NonResidential,Large Office,4311 11th Avenue NE,1142000530,"{'latitude': '47.66044059', 'longitude': '-122.3169435', 'human_address': '{""address"": ""4311 11TH AVE NE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98105""}'}",4,NORTHEAST,2002,1.0,6.0,135051,44248,90803,"Office, Parking",Office,95943.0,Parking,42500.0,,,"2016, 2015, 2014, 2013, 2011, 2008",92.0,42.0,42.0,131.8,131.8,4025787.0,4025787.0,0.0,1179832.0,4025754.0,2.0,200.0,0.0,28.07,0.08,No,,Compliant,,,60.0,,38.0,18383.0,1,1,,13,6.0,44658.548403931396,,11.813407763858287,10.697565451674514,11.416447603691164,15.208230977672013,15.208230977672013,3.7376696182833684,3.7376696182833684,3.334701390373791,-2.5257286443082556,10.706801021595226,2.5649493574615367,,,,,,
242,367,2016,NonResidential,Large Office,4311 Roosevelt,1142000530,,4,NORTHEAST,2002,1.0,6.0,135051,44248,90803,"Office, Parking",Office,95943.0,Parking,42500.0,,,2017201620152014201320112008,88.0,46.09999847,46.09999847,144.8999939,144.8999939,4426136.0,4426136.0,0.0,1297226.125,4426136.0,0.0,0.0,,30.86,0.23,False,,Compliant,,,,,,,1,1,,14,6.0,44658.548403931396,,11.813407763858287,10.697565451674514,11.416447603691164,15.303037526640257,15.303037526640257,3.830812916813882,3.830812916813882,3.4294608469350147,-1.4696759700589417,10.706801021595226,2.6390573296152584,4311 11th Avenue NE,Seattle,WA,98105.0,47.66065,-122.31689
