,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu_over_sf),SiteEUIWN(kBtu_over_sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,NonRes,Compl,Outlier_ok,Anciennete,no_zero_floors,measure_floors,Intensité de consommation,log_PropertyGFATotal,log_PropertyGFAParking,log_PropertyGFABuilding(s),log_SiteEnergyUse(kBtu),log_SiteEnergyUseWN(kBtu),log_SiteEUI(kBtu_over_sf),log_SiteEUIWN(kBtu_over_sf),log_TotalGHGEmissions,log_GHGEmissionsIntensity,log_measure_floors,log_Anciennete
352,495,2016,NonResidential,Medical Office,4245 Roosevelt 2ros4245,4245 Roosevelt Way NE,Seattle,WA,98105.0,1145000310,4,NORTHEAST,47.65884,-122.3183,1994,1.0,4,191276,95281,95995,Medical Office,Medical Office,95995.0,,,,,,21.0,87.69999695,87.69999695,266.3999939,266.3999939,8422861.0,8422861.0,0.0,2346217.25,8005293.0,4175.669922,417567.0,False,Compliant,,77.99,0.41,1,1,,22,4,48785.197910097966,1,12.161472690161148,11.464585699356137,11.472051385760256,15.946460114727522,15.946460114727522,4.473921864600485,4.473921864600485,4.356580613342406,-0.8915981192837836,10.795182224315578,3.091042453358316
355,498,2016,NonResidential,Hospital,SCCA,825 Eastlake Ave E,Seattle,WA,98109.0,1361300055,3,LAKE UNION,47.62667,-122.32965,2000,1.0,7,351530,150455,201075,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),215602.0,,,,,,23.0,198.1000061,200.3000031,467.6000061,465.1000061,42709624.0,43178016.0,0.0,7849323.5,26781892.0,159277.2813,15927728.0,False,Compliant,,1032.63,2.94,1,1,,16,7,76180.66351869922,,12.770050335097281,11.921419315138403,12.21143325177227,17.56993483922001,17.580842034797556,5.288771984497034,5.2998162581485575,6.939864224899757,1.0784095813505903,11.2408629498752,2.772588722239781
356,500,2016,NonResidential,Supermarket / Grocery Store,70100179-Lake City,13000 Lake City Way NE,Seattle,WA,98125.0,1453601660,5,NORTH,47.7237,-122.29232,1995,1.0,2,308965,187878,121087,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,121087.0,Parking,0.0,Parking,0.0,,78.0,119.9000015,122.5999985,310.2000122,310.8999939,14512786.0,14843382.0,0.0,3130371.0,10680826.0,38319.58594,3831959.0,False,Compliant,,277.98,0.9,1,1,,21,2,80227.97103683511,,12.640983280856094,12.14354809499166,11.704264574480735,16.49054061194311,16.513064667312925,4.786658074543894,4.8089270112672,5.627549168656612,-0.10536051565782628,11.292627499095191,3.044522437723423
360,508,2016,NonResidential,Other,The Park View Building,601 N 34th St,Seattle,WA,98103.0,1825049147,6,LAKE UNION,47.64942,-122.35024,2001,1.0,3,280252,156312,123940,"Office, Parking, Retail Store",Parking,156312.0,Office,116440.0,Retail Store,7500.0,,,93.0,93.0,291.8999939,291.8999939,11521702.0,11521702.0,0.0,3376817.5,11521701.0,0.0,0.0,False,Compliant,,80.32,0.29,1,1,,15,3,65704.1512777976,1,12.543444477394223,11.959609288894347,11.727552856516098,16.259742945374644,16.259742945374644,4.532599493153256,4.532599493153256,4.386018655943419,-1.2378743560016174,11.092917387831196,2.70805020110221
361,513,2016,NonResidential,Other,Q13 FOX,1813 Westlake Ave N,Seattle,WA,98109.0,1925049022,7,MAGNOLIA / QUEEN ANNE,47.63549,-122.34103,1952,1.0,3,66462,12998,53464,"Other, Parking",Other,72000.0,Parking,15000.0,,,,,95.5,95.5,299.8999939,299.8999939,6876439.5,6876439.5,0.0,2015368.75,6876438.0,0.0,0.0,False,Compliant,,47.94,0.72,1,1,,64,3,33840.92134301698,1,11.104385634744988,9.472550778454295,10.886763809190906,15.743611561417778,15.743611561417778,4.5591262474866845,4.5591262474866845,3.869950229006238,-0.3285040669720361,10.429426039798019,4.1588830833596715
368,520,2016,NonResidential,Large Office,Burke Building,400 North 34th Street,Seattle,WA,98103.0,1972203220,6,LAKE UNION,47.65086,-122.35412,1988,1.0,3,124071,28645,95426,Office,Office,96504.0,,,,,,73.0,51.70000076,51.70000076,162.3999939,162.3999939,4991360.5,4991360.5,0.0,1462254.125,4989211.0,21.48999977,2149.0,False,Compliant,,34.9,0.28,1,1,,28,3,53210.64788336714,,11.728609261370584,10.262734186842678,11.466106356992633,15.42321907585731,15.42321907585731,3.9454577962145767,3.9454577962145767,3.5524868292083815,-1.2729656758128873,10.882013803486354,3.332204510175204
369,521,2016,NonResidential,Small- and Mid-Sized Office,The Evanston Building,501 N 34th Street,Seattle,WA,98103.0,1972206507,6,LAKE UNION,47.64963,-122.35158,2000,1.0,4,90000,36528,53472,Office,Office,90000.0,,,,,,84.0,43.29999924,43.29999924,136.0,136.0,3897738.0,3897738.0,0.0,1142361.5,3897737.0,0.0,0.0,False,Compliant,,27.17,0.3,1,1,,16,4,31867.21079397713,,11.407564949312402,10.505834368769577,10.88691343139512,15.175906942834809,15.175906942834809,3.768152617456481,3.768152617456481,3.3021134234382563,-1.2039728043259361,10.36933288535041,2.772588722239781
370,522,2016,NonResidential,Small- and Mid-Sized Office,The Waterside Building,651 N 34th St,Seattle,WA,98103.0,1973200353,6,LAKE UNION,47.64849,-122.35041,2001,1.0,3,96041,33709,62332,"Office, Parking",Office,62232.0,Parking,33709.0,,,,70.0,87.0,87.0,273.1000061,273.1000061,5413418.0,5413418.0,0.0,1586581.875,5413417.0,0.0,0.0,False,Compliant,,37.74,0.39,1,1,,15,3,38074.54698177972,,11.472530462609178,10.4255201430002,11.040230216565504,15.504391244301475,15.504391244301475,4.465908118654584,4.465908118654584,3.630720539940404,-0.941608539858445,10.54730127964346,2.70805020110221
371,523,2016,NonResidential,Large Office,Adobe Seattle,801 N 34th,Seattle,WA,98103.0,1973200385,6,LAKE UNION,47.64822,-122.34848,1999,1.0,3,280957,114829,166128,"Data Center, Office, Parking, Restaurant",Office,152579.0,Parking,93893.0,Data Center,7500.0,2016201520142013201220112010,96.0,68.69999695,68.69999695,211.3000031,211.3000031,11325513.0,11325513.0,0.0,3219974.5,10986553.0,3366.104004,336610.0,False,Compliant,,94.47,0.34,1,1,,17,3,83614.52687375883,,12.545956911695345,11.651199344206669,12.020513854543236,16.242568526320692,16.242568526320692,4.229749154832378,4.229749154832378,4.548282323781043,-1.0788096613719298,11.333972550409678,2.833213344056216
372,524,2016,NonResidential,Large Office,Plaza 701 N 34th,701 N. 34th Street,Seattle,WA,98103.0,1973200387,6,LAKE UNION,47.64882,-122.34905,1999,1.0,4,243334,103032,140302,"Office, Parking",Office,138995.0,Parking,24549.0,,,201720162012,89.0,62.20000076,62.20000076,187.3999939,187.3999939,8651835.0,8651835.0,0.0,2378856.0,8116657.0,5351.779785,535178.0,False,Compliant,,85.01,0.35,1,1,,17,4,65041.02686004369,,12.402190264178738,11.542794898572506,11.851552521156446,15.973281995138148,15.973281995138148,4.1303550119637835,4.1303550119637835,4.442768896629268,-1.0498221244986778,11.082773532228114,2.833213344056216
374,526,2016,NonResidential,Large Office,Seattle Design Center (Plaza Center),5601 6th Ave. S,Seattle,WA,98108.0,2738100010,2,GREATER DUWAMISH,47.55146,-122.32832,1982,1.0,5,390295,121375,268920,"Office, Parking",Office,243018.0,Parking,108408.0,,,,95.0,31.60000038,31.60000038,99.30000305,99.30000305,7683885.0,7683885.0,0.0,2252017.5,7683884.0,0.0,0.0,False,Compliant,,53.57,0.14,1,1,,34,5,100166.75541621045,,12.874658142428181,11.706640205593626,12.502169216582972,15.854635836595133,15.854635836595133,3.4531571326181827,3.4531571326181827,3.980989209892869,-1.9661128563728327,11.514591630307637,3.5263605246161616
377,529,2016,NonResidential,Small- and Mid-Sized Office,Ballard Building,2208 NW Market Street,Seattle,WA,98107.0,2767701055,6,BALLARD,47.66891,-122.38528,1925,1.0,6,94033,6200,87833,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store",Office,53993.0,Retail Store,24744.0,Parking,4500.0,,,56.59999847,60.20000076,130.8999939,134.5,4758198.0,5055586.0,0.0,841456.8125,2871051.0,18871.4707,1887147.0,False,Compliant,,120.24,1.28,1,1,,91,6,43676.68449350013,,11.45140106347344,8.732304571033183,11.38319256322183,15.375379583102777,15.436004328544849,4.036008958177335,4.09767236493936,4.789489745444719,0.2468600779315258,10.684569703085062,4.51085950651685
379,532,2016,NonResidential,Other,Ballard Blocks I,1416 NW 46th ST,Seattle,WA,98107.0,2768303229,6,BALLARD,47.66233,-122.3748,2008,1.0,5,322869,182454,140415,"Parking, Retail Store",Parking,182454.0,Retail Store,130744.0,,,,,130.6999969,134.8000031,308.3999939,312.7000122,17085344.0,17628306.0,0.0,3138366.25,10708106.0,63772.37891,6377238.0,False,Compliant,,413.35,1.28,1,1,,8,5,61598.96634441561,1,12.685001947182501,12.114253365439014,11.852357602473955,16.65373157794984,16.6850164635408,4.872904596911737,4.903792221475239,6.024294691698684,0.2468600779315258,11.0284003692577,2.0794415416798357
380,533,2016,NonResidential,Self-Storage Facility,08168-Queen Anne/Magnolia,3000 15th Ave West,Seattle,WA,98119.0,2770603715,7,MAGNOLIA / QUEEN ANNE,47.64676,-122.37581,1988,1.0,4,130293,23400,106893,"Parking, Self-Storage Facility",Self-Storage Facility,130293.0,Parking,8800.0,,,,,3.599999905,3.599999905,11.19999981,11.19999981,465533.3125,465533.3125,0.0,136440.0,465533.0,0.0,0.0,False,Compliant,,3.25,0.02,1,1,,28,4,52878.84595956475,1,11.777541039490263,10.060491301345794,11.57958361311046,13.050938935974422,13.050938935974422,1.280933819073175,1.280933819073175,1.1786549963416462,-3.912023005428146,10.875758650527304,3.332204510175204
383,538,2016,NonResidential,Large Office,Fifth and Jackson,315 Fifth Avenue,Seattle,WA,98104.0,5247801292,2,DOWNTOWN,47.59963,-122.32796,2002,1.0,10,181694,38186,143508,"Office, Other, Parking",Office,150840.0,Parking,26946.0,Other,2155.0,,88.0,49.90000153,50.90000153,156.8000031,159.6999969,7637986.0,7783714.5,0.0,2238565.5,7637985.0,0.0,0.0,False,Compliant,,53.25,0.29,1,1,,14,10,62268.72983842269,,12.11007923237509,10.55022423527341,11.874146061756807,15.848644513825358,15.867544224374715,3.9100210334187953,3.9298629536154155,3.9749978045895347,-1.2378743560016174,11.039214650009878,2.6390573296152584
387,774,2016,NonResidential,Large Office,Pacific Building,720 3RD AVE,Seattle,WA,98104.0,0942000590,7,DOWNTOWN,47.60411,-122.33225,1970,1.0,22,227556,98556,129000,"Office, Parking",Office,227556.0,Parking,77887.79688,,,,95.0,37.29999924,39.29999924,117.1999969,123.5,8493420.0,8950688.0,0.0,2489278.75,8493419.0,0.0,0.0,False,Compliant,,59.21,0.26,1,1,,46,22,73249.09473560264,,12.335151640928409,11.498380193528192,11.76756768334381,15.954802304029698,16.007240958804957,3.6189933062744344,3.671224499536793,4.081090446543684,-1.3470736479666092,11.201621168244621,3.828641396489095
393,549,2016,NonResidential,Small- and Mid-Sized Office,400 Mercer Street,400 Mercer Street,Seattle,WA,98109.0,5457801420,7,MAGNOLIA / QUEEN ANNE,47.62476,-122.34843,1987,1.0,6,78672,28427,50245,Office,Office,78672.0,,,,,,98.0,27.70000076,28.20000076,79.30000305,79.80000305,2179719.75,2220030.5,0.0,553488.375,1888502.0,2912.170166,291217.0,False,Compliant,,28.63,0.36,1,1,,29,6,30336.680184021643,,11.273042589651721,10.255094676741612,10.82466631848306,14.594706871455491,14.613031492492825,3.3214324406301157,3.3393220048944223,3.354455119110024,-1.0216512475319814,10.320112826481315,3.367295829986474
395,551,2016,NonResidential,Mixed Use Property,Richmark Label,1110 East Pine Street,Seattle,WA,98122.0,6003500510,3,EAST,47.61552,-122.31744,1927,1.0,2,75844,19928,55916,"Office, Other, Parking",Other,28442.0,Office,28441.0,Parking,18961.0,,,64.80000305,66.40000153,193.1999969,194.8999939,3684188.5,3774978.5,0.0,998490.875,3406851.0,2773.369873,277337.0,False,Compliant,,38.48,0.51,1,1,,89,2,41334.516736430305,,11.236433878154095,9.899881056942016,10.931605843591019,15.119560842257892,15.143905245284804,4.171305650426129,4.195697079524557,3.6501386257975055,-0.6733445532637656,10.6294531862293,4.48863636973214
401,557,2016,NonResidential,Supermarket / Grocery Store,Safeway 1845 - Greenwood Ave,8704 Greenwood Ave N,Seattle,WA,98103.0,6431500015,5,NORTHWEST,47.69267,-122.35506,2003,1.0,1,58184,7450,50734,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,51722.0,Parking,0.0,,,,41.0,284.5,291.5,620.2000122,627.5999756,14715262.0,15076756.0,0.0,2331899.75,7956442.0,67588.19531,6758820.0,False,Compliant,,414.43,7.12,1,1,,13,1,59743.68367924202,,10.971365681834376,8.915969311373605,10.834351576259744,16.50439574445213,16.5286647780392,5.6507332535663855,5.675040005790547,6.026904082147361,1.9629077254238845,10.997818751724495,2.5649493574615367
403,561,2016,NonResidential,Large Office,Alley24,221 Yale Avenue North,Seattle,WA,98109.0,6849700145,7,LAKE UNION,47.62029,-122.33078,2005,1.0,6,336700,124800,211900,"Office, Parking, Retail Store",Office,217977.0,Parking,4569.0,Retail Store,0.0,,95.0,41.59999847,42.20000076,113.5,113.5,9058916.0,9200102.0,0.0,2308731.75,7877393.0,0.0,0.0,False,Compliant,,54.92,0.16,1,1,,11,6,80419.21648372246,,12.726947605149165,11.734467734917464,12.263869744256391,16.019260024061797,16.03472512891433,3.7281001304883707,3.7424202390514445,4.00587758089977,-1.8325814637483102,11.295008437600053,2.3978952727983707
404,562,2016,NonResidential,Retail Store,011-Seattle,222 Yale Ave. N.,Seattle,WA,98109.0,6849700205,7,LAKE UNION,47.62,-122.33027,1996,1.0,4,264008,159994,104014,Retail Store,Retail Store,98863.0,,,,,,42.0,100.5,105.5999985,260.0,262.3999939,9937707.0,10443463.0,0.0,2141824.75,7307906.0,26297.99805,2629800.0,False,Compliant,,190.61,0.72,1,1,,20,4,51804.4612224041,1,12.483734684699629,11.982891593512822,11.552280784448287,16.11184686791646,16.161486790397674,4.61015772749913,4.659658357067616,5.250229455740982,-0.3285040669720361,10.855231548523752,2.995732273553991
407,565,2016,NonResidential,Large Office,Northcut Landing,4915 25th Ave NE,Seattle,WA,98105.0,7174800132,4,NORTHEAST,47.66517,-122.30186,2006,1.0,3,102290,42440,59850,"Office, Parking",Office,83715.0,Parking,18575.0,,,,26.0,72.40000153,73.0,223.6999969,224.3000031,6062770.5,6114351.5,0.0,1733053.0,5913177.0,1495.929932,149593.0,False,Compliant,,49.17,0.48,1,1,,10,3,36899.336270190644,,11.535567195451053,10.655846592727919,10.999596710986118,15.617677431789199,15.626149270784625,4.282206320524267,4.290459441148391,3.895283681423848,-0.7339691750802004,10.51594884260914,2.302585092994046
411,570,2016,NonResidential,Small- and Mid-Sized Office,Northwest Building,2323 Eastlake Ave E,Seattle,WA,98102.0,2902201000,4,LAKE UNION,47.64037,-122.32626,1978,1.0,4,85385,31210,54175,"Data Center, Office, Parking",Office,50235.0,Parking,25525.0,Data Center,2875.0,,,91.40000153,92.5,287.0,290.2999878,4855036.5,4910799.5,0.0,1422929.625,4855036.0,0.0,0.0,False,Compliant,,33.85,0.4,1,1,,38,4,32164.16889969181,,11.35492572032134,10.348493835264826,10.89997482640456,15.39552717770196,15.406947317472412,4.51524549519971,4.52720864451838,3.521938999358284,-0.916290731874155,10.378608344857206,3.6375861597263857
413,572,2016,NonResidential,Mixed Use Property,Bright Horizons,1275 Mercer St,Seattle,WA,98109.0,2925049094,7,LAKE UNION,47.62405,-122.33084,1928,1.0,1,65000,15000,50000,"Office, Other, Parking",Office,20000.0,Parking,15000.0,Other,10000.0,,,86.80000305,91.90000153,203.5,208.8999939,2603931.25,2758081.75,0.0,472610.5,1612547.0,9913.839844,991384.0,False,Compliant,,63.89,0.98,1,1,,88,1,58944.27190999916,,11.082142548877775,9.615805480084347,10.819778284410283,14.772532880272358,14.830045977940332,4.4636066568045525,4.520701046010172,4.157162854614252,-0.020202707317519466,10.984347732626855,4.477336814478207
414,573,2016,NonResidential,Large Office,617 Eastlake,617 Eastlake Ave E,Seattle,WA,98109.0,2925049098,7,LAKE UNION,47.62488,-122.33007,1990,1.0,5,144573,66620,77953,"Office, Parking",Office,78521.0,Parking,66650.0,,,,62.0,65.40000153,67.69999695,205.3000031,212.6999969,5135040.0,5318277.0,0.0,1504993.875,5135039.0,0.0,0.0,False,Compliant,,35.8,0.25,1,1,,26,5,40563.06483629519,,11.88153984928038,11.10676011174767,11.263861359954456,15.451598190993131,15.486659936679455,4.180522281857648,4.21508613486653,3.5779478934066544,-1.3862943611198906,10.610613198435352,3.258096538021482
421,580,2016,NonResidential,Large Office,PEMCO,1300 Dexter Ave N,Seattle,WA,98109.0,3025049001,7,MAGNOLIA / QUEEN ANNE,47.63116,-122.34193,1986,1.0,5,154029,62380,91649,"Office, Parking",Office,91645.0,Parking,66288.0,,,,95.0,50.59999847,50.59999847,145.6999969,145.6999969,4636396.5,4636396.5,0.0,1190117.5,4060681.0,5757.149902,575715.0,False,Compliant,,58.88,0.38,1,1,,30,5,45407.31835009996,,11.944896175355657,11.040999990161794,11.425721342133585,15.349448006100403,15.349448006100403,3.9239515460562653,3.9239515460562653,4.075501474420621,-0.9675840262617056,10.723428568177342,3.4011973816621555
422,581,2016,NonResidential,Other,Meridian Medical Pavilion,11011 Meridian Ave N,Seattle,WA,98133.0,3026049051,5,NORTHWEST,47.70887,-122.33494,2005,1.0,3,161789,91935,69854,"Medical Office, Parking",Parking,91935.0,Medical Office,69854.0,,,,,99.69999695,101.0999985,312.5,317.1000061,6963616.5,7063953.5,0.0,2036226.75,6947606.0,160.1000061,16010.0,False,Compliant,,49.28,0.3,1,1,,11,3,41595.84358132729,1,11.99404829612856,11.428837084587942,11.154162628614575,15.756209509427963,15.770515438571561,4.602165646376017,4.616110111189631,3.8975183192252643,-1.2039728043259361,10.635755527347225,2.3978952727983707
429,588,2016,NonResidential,Mixed Use Property,1616 Eastlake,1616 Eastlake Ave. E,Seattle,WA,98102.0,3383900230,4,LAKE UNION,47.63451,-122.32505,2002,0.0,5,251827,113318,138509,"Laboratory, Office, Parking",Parking,113318.0,Laboratory,84000.0,Office,84000.0,,,280.3999939,284.7000122,657.0999756,661.7000122,47102428.0,47837524.0,0.0,8544799.0,29154854.0,179475.7188,17947572.0,False,Compliant,,1156.45,4.59,1,1,,14,5,60989.51545179993,,12.436497622802575,11.637953304653513,11.838690584447754,17.667835107551838,17.683320910414427,5.636217133405799,5.651436037136116,7.053110246841508,1.5238800240724537,11.018457250543415,2.6390573296152584
430,589,2016,NonResidential,Large Office,1260 Mercer,1260 Mercer St,Seattle,WA,98109.0,3481800010,7,LAKE UNION,47.6244,-122.33157,2000,1.0,4,175885,71385,104500,"Office, Parking",Office,103970.0,Parking,71390.0,,,,91.0,62.40000153,62.40000153,195.8999939,195.8999939,6486377.5,6486377.5,0.0,1901048.25,6486377.0,0.0,0.0,False,Compliant,,45.22,0.26,1,1,,16,4,51986.167800391384,,12.077585651364625,11.17584304222332,11.556942350387002,15.685214766437552,15.685214766437552,4.133565299894612,4.133565299894612,3.811539466849824,-1.3470736479666092,10.85873295833964,2.772588722239781
432,592,2016,NonResidential,Other,SEATTLE 1ST AVE GAR,4755 1ST AVE S,Seattle,WA,98134.0,3573200658,2,GREATER DUWAMISH,47.55787,-122.335,2000,1.0,1,53040,41600,11440,Other,Other,51427.0,,,,,,,34.40000153,37.0,75.0,77.0,1770027.5,1901429.125,0.0,280178.0,955967.0,8140.600098,814060.0,False,Compliant,,49.9,0.94,1,1,,16,1,15718.3174262787,1,10.878801624859744,10.635855446249355,9.344871264933788,14.386505641152482,14.458116332450423,3.538056608856096,3.6109179126442243,3.910021002757473,-0.06187540371808753,9.66258202630292,2.772588722239781
436,597,2016,NonResidential,Large Office,635 Elliott - South Bldg.,635 Elliott Avenue West,Seattle,WA,98119.0,3879902270,7,MAGNOLIA / QUEEN ANNE,47.6252,-122.36737,2009,1.0,4,291176,100176,191000,"Office, Parking",Office,194674.0,Parking,111198.0,,,,98.0,34.20000076,34.20000076,106.5999985,106.5999985,6657348.5,6657348.5,0.0,1929988.0,6585119.0,722.2838745,72228.0,False,Compliant,,49.74,0.17,1,1,,7,4,82712.83741345945,,12.581683174325734,11.514683917985092,12.160028707028767,15.711231840121398,15.711231840121398,3.5322256662907816,3.5322256662907816,3.9068094383752587,-1.7719568419318752,11.323130097664686,1.9459101490553132
441,602,2016,NonResidential,Mixed Use Property,199 Blaine,199 E Blaine St.,Seattle,WA,98102.0,4088802666,4,LAKE UNION,47.63465,-122.32592,2008,1.0,3,175918,51218,124700,"Laboratory, Office, Parking",Office,66737.0,Parking,58218.0,Laboratory,30230.0,,,232.3000031,235.6000061,503.6000061,502.0,22530168.0,22846738.0,0.0,3530997.0,12047762.0,104824.0547,10482405.0,False,Compliant,,640.71,3.64,1,1,,8,3,66032.1525600635,,12.077773256360016,10.843846311743983,11.733666131668128,16.930365769104995,16.944318908002124,5.448029653121176,5.462135477668773,6.462576936452002,1.2919836816486494,11.097897062385616,2.0794415416798357
442,603,2016,NonResidential,Other,1241 Eastlake - Zymogenetics,1241 Eastlake Ave E,Seattle,WA,98102.0,4088802925,3,LAKE UNION,47.63108,-122.32746,1920,1.0,3,169785,63782,106003,"Other, Parking",Other,106003.0,Parking,63782.0,,,,,180.6999969,183.1999969,451.0,453.6000061,19155416.0,19419744.0,0.0,3883254.0,13249663.0,59057.51953,5905752.0,False,Compliant,,406.02,2.39,1,1,,96,3,57891.24801597555,1,12.04228820973463,11.063226297864814,11.571222674580506,16.76809605344828,16.781800838454263,5.196838180442676,5.210578435318633,6.006402419472189,0.8712933659434193,10.966321495244118,4.564348191467836
